"id_cell","x","y","Freq 1","Freq 2","Freq 3","Freq 4","Freq 5","Freq 6","Freq 7"
390,-73.745075543,40.71626753,33,65,105,36,36,13,0
391,-73.725075543,40.71626753,5,19,38,15,7,10,0
392,-73.705075543,40.71626753,0,0,0,0,0,0,0
393,-74.245075543,40.70126753,0,0,0,0,0,0,0
394,-74.225075543,40.70126753,0,0,0,0,0,0,0
395,-74.205075543,40.70126753,0,0,0,0,0,0,0
396,-74.185075543,40.70126753,0,0,0,0,0,0,0
397,-74.165075543,40.70126753,0,0,0,0,0,0,0
398,-74.145075543,40.70126753,0,0,0,0,0,0,0
399,-74.125075543,40.70126753,0,0,0,0,0,0,0
400,-74.105075543,40.70126753,0,0,0,0,0,0,0
401,-74.085075543,40.70126753,0,0,0,0,0,0,0
402,-74.065075543,40.70126753,0,0,0,0,0,0,0
403,-74.045075543,40.70126753,0,0,0,0,0,0,0
404,-74.025075543,40.70126753,0,8,27,4,2,1,0
405,-74.005075543,40.70126753,20,295,409,25,27,15,0
406,-73.985075543,40.70126753,51,196,342,96,22,17,0
407,-73.965075543,40.70126753,47,140,266,70,40,29,0
408,-73.945075543,40.70126753,222,390,915,253,184,51,1
409,-73.925075543,40.70126753,178,289,583,161,205,67,1
410,-73.905075543,40.70126753,156,287,548,123,151,51,0
411,-73.885075543,40.70126753,18,52,88,30,18,20,0
412,-73.865075543,40.70126753,8,38,66,11,10,20,0
413,-73.845075543,40.70126753,29,58,109,41,26,27,0
414,-73.825075543,40.70126753,43,89,236,81,56,38,0
415,-73.805075543,40.70126753,181,222,488,155,54,34,0
416,-73.785075543,40.70126753,91,126,238,120,67,30,0
417,-73.765075543,40.70126753,20,31,65,69,36,5,0
418,-73.745075543,40.70126753,44,68,130,63,50,20,0
419,-73.725075543,40.70126753,6,18,15,10,14,6,0
420,-73.705075543,40.70126753,0,0,0,0,0,0,0
421,-74.245075543,40.68626753,0,0,0,0,0,0,0
422,-74.225075543,40.68626753,0,0,0,0,0,0,0
423,-74.205075543,40.68626753,0,0,0,0,0,0,0
424,-74.185075543,40.68626753,0,0,0,0,0,0,0
425,-74.165075543,40.68626753,0,0,0,0,0,0,0
426,-74.145075543,40.68626753,0,0,0,0,0,0,0
427,-74.125075543,40.68626753,0,0,0,0,0,0,0
428,-74.105075543,40.68626753,0,0,0,0,0,0,0
429,-74.085075543,40.68626753,0,0,0,0,0,0,0
430,-74.065075543,40.68626753,0,0,0,0,0,0,0
431,-74.045075543,40.68626753,0,0,0,0,0,0,0
432,-74.025075543,40.68626753,0,0,0,0,0,0,0
433,-74.005075543,40.68626753,17,78,156,16,28,17,1
434,-73.985075543,40.68626753,161,645,1936,148,110,33,0
435,-73.965075543,40.68626753,134,366,759,146,138,80,1
436,-73.945075543,40.68626753,225,328,727,241,255,61,2
437,-73.925075543,40.68626753,195,333,639,263,181,66,4
438,-73.905075543,40.68626753,102,119,262,91,112,36,0
439,-73.885075543,40.68626753,55,88,157,87,44,28,0
440,-73.865075543,40.68626753,98,136,413,124,52,55,1
441,-73.845075543,40.68626753,57,131,344,68,60,48,1
442,-73.825075543,40.68626753,90,127,226,115,78,31,0
443,-73.805075543,40.68626753,63,92,126,92,51,41,0
444,-73.785075543,40.68626753,50,178,333,158,61,34,0
445,-73.765075543,40.68626753,25,49,149,44,31,11,0
446,-73.745075543,40.68626753,19,60,92,43,28,18,0
447,-73.725075543,40.68626753,3,17,20,5,20,8,0
448,-73.705075543,40.68626753,0,0,0,0,0,0,0
449,-74.245075543,40.67126753,0,0,0,0,0,0,0
450,-74.225075543,40.67126753,0,0,0,0,0,0,0
451,-74.205075543,40.67126753,0,0,0,0,0,0,0
452,-74.185075543,40.67126753,0,0,0,0,0,0,0
453,-74.165075543,40.67126753,0,0,0,0,0,0,0
454,-74.145075543,40.67126753,0,0,0,0,0,0,0
455,-74.125075543,40.67126753,0,0,0,0,0,0,0
456,-74.105075543,40.67126753,0,0,0,0,0,0,0
457,-74.085075543,40.67126753,0,0,0,0,0,0,0
458,-74.065075543,40.67126753,0,0,0,0,0,0,0
459,-74.045075543,40.67126753,0,0,0,0,0,0,0
460,-74.025075543,40.67126753,1,2,6,0,0,1,0
461,-74.005075543,40.67126753,26,95,170,43,33,11,1
462,-73.985075543,40.67126753,54,231,468,32,80,37,0
463,-73.965075543,40.67126753,84,239,416,87,55,32,0
464,-73.945075543,40.67126753,181,287,610,246,136,62,0
465,-73.925075543,40.67126753,228,261,646,319,155,57,0
466,-73.905075543,40.67126753,206,228,470,355,92,56,0
467,-73.885075543,40.67126753,166,235,414,283,123,57,1
468,-73.865075543,40.67126753,146,192,306,196,77,47,0
469,-73.845075543,40.67126753,19,81,125,21,34,27,0
470,-73.825075543,40.67126753,26,110,193,34,25,20,0
471,-73.805075543,40.67126753,40,75,102,50,38,26,0
